ortholog group	Spesies#sequence_id
OG13647	Branig#BniB016066_PA, Braole#Bol039366, Brarap#BraA05002524, Rapsat#Rsa1.0_13825.1_g00001.1
OG13661	Eutsal#Thhalv10017257m, Rapsat#Rsa1.0_02231.1_g00006.1, Schpar#Tp4g12210, Sisiri#SI_scaffold895_30
OG13666	Branig#BniB006302_PA, Braole#Bol017610, Brarap#BraA03004200, Eutsal#Thhalv10017660m, Rapsat#Rsa1.0_02231.1_g00007.1, Sisiri#SI_scaffold895_27
OG13667	Aetara#AA_scaffold2718_279, Aralyr#AL6G24840.t1, Aratha#AT5G14160.1, Camsat#Csa13g016960.1, Capgra#Cagra.3166s0024.1, Caprub#Carubv10003315m, Carhir#CARHR199170.1
OG13691	Branig#BniB027783_PA, Brarap#BraA03002704, Rapsat#Rsa1.0_01678.1_g00008.1, Sisiri#SI_scaffold464_10
OG13717	Branig#BniB014763_PA, Braole#Bol045906, Brarap#BraA09001005, Rapsat#Rsa1.0_06540.1_g00003.1
OG13724	Araalp#KFK41730.1, Camsat#Csa19g002600.1, Rapsat#Rsa1.0_03620.1_g00001.1, Sisiri#SI_scaffold1668_23
OG13751	Branig#BniB002870_PA, Braole#Bol006384, Rapsat#Rsa1.0_03101.1_g00004.1, Sisiri#SI_scaffold1244_18
OG13752	Branig#BniB022211_PA, Braole#Bol024141, Brarap#BraA03004699, Rapsat#Rsa1.0_00475.1_g00016.1
OG13754	Branig#BniB022210_PA, Braole#Bol024139, Rapsat#Rsa1.0_00475.1_g00019.1, Schpar#Tp2g09240, Sisiri#SI_scaffold1244_19
OG13757	Branig#BniB049313_PA, Brarap#BraA09003856, Rapsat#Rsa1.0_01169.1_g00007.1, Sisiri#SI_scaffold1161_13
OG13761	Branig#BniB020253_PA, Braole#Bol037842, Brarap#BraA04002666, Rapsat#Rsa1.0_03504.1_g00005.1
OG13768	Branig#BniB037537_PA, Braole#Bol028392, Brarap#BraA01001129, Rapsat#Rsa1.0_00108.1_g00054.1
OG13769	Branig#BniB037538_PA, Braole#Bol028365, Brarap#BraA01001109, Rapsat#Rsa1.0_00108.1_g00031.1
OG13771	Araalp#KFK31562.1, Branig#BniB039500_PA, Braole#Bol011927, Brarap#BraA08003057, Rapsat#Rsa1.0_00234.1_g00014.1
OG13772	Branig#BniB000978_PA, Braole#Bol024331, Brarap#BraA03005915, Rapsat#Rsa1.0_01282.1_g00003.1
OG13778	Branig#BniB009708_PA, Braole#Bol036628, Brarap#BraA06002588, Rapsat#Rsa1.0_00325.1_g00012.1
OG13786	Branig#BniB049309_PA, Brarap#BraA09003850, Rapsat#Rsa1.0_00216.1_g00017.1, Sisiri#SI_scaffold1507_8
OG13790	Branig#BniB049310_PA, Brarap#BraA09003851, Rapsat#Rsa1.0_00216.1_g00018.1, Sisiri#SI_scaffold1507_5
OG13807	Branig#BniB038140_PA, Brarap#BraA09003155, Eutsal#Thhalv10007336m, Rapsat#Rsa1.0_00204.1_g00007.1, Schpar#Tp1g22310, Sisiri#SI_scaffold1142_75, Thlarv#Ta17092
OG13813	Branig#BniB037534_PA, Braole#Bol028359, Brarap#BraA01001104, Eutsal#Thhalv10027126m, Rapsat#Rsa1.0_00108.1_g00025.1, Schpar#Tp7g18870, Sisiri#SI_scaffold108_51, Thlarv#Ta12032
OG13830	Aetara#AA_scaffold1748_152, Araalp#KFK23807.1, Aralyr#AL3G29220.t1, Branig#BniB035255_PA, Braole#Bol034776, Brarap#BraA01002390, Carhir#CARHR091620.1, Rapsat#Rsa1.0_00604.1_g00028.1, Sisiri#SI_scaffold480_128
OG13843	Branig#BniB023025_PA, Braole#Bol019493, Brarap#BraA06003666, Rapsat#Rsa1.0_00719.1_g00004.1
OG13845	Branig#BniB033068_PA, Braole#Bol026789, Brarap#BraA05000144, Rapsat#Rsa1.0_02602.1_g00006.1
OG13853	Branig#BniB012213_PA, Braole#Bol016258, Brarap#BraA05004552, Rapsat#Rsa1.0_19315.1_g00001.1_partial
OG13854	Branig#BniB028133_PA, Brarap#BraA03002098, Rapsat#Rsa1.0_01082.1_g00001.1, Sisiri#SI_scaffold2496_33
OG13863	Aralyr#AL3G29270.t1, Aratha#AT3G16450.1, Camsat#Csa01g019150.1, Capgra#Cagra.1917s0021.1, Caprub#Carubv10016011m, Carhir#CARHR091660.1, Leaala#LA_scaffold1710_10
OG13865	Aralyr#AL3G29250.t1, Camsat#Csa15g021310.1, Capgra#Cagra.1917s0023.1, Caprub#Carubv10014283m
OG13872	Branig#BniB048781_PA, Braole#Bol036929, Brarap#BraA05003182, Rapsat#Rsa1.0_00628.1_g00027.1
OG13886	Branig#BniB020628_PA, Braole#Bol035046, Rapsat#Rsa1.0_05226.1_g00003.1, Schpar#Tp1g38680, Sisiri#SI_scaffold791_34
OG13887	Branig#BniB023016_PA, Braole#Bol019487, Brarap#BraA06003688, Rapsat#Rsa1.0_03390.1_g00002.1
OG1390	Aetara#AA_C138047_1, Brarap#BraA01002268, Leaala#LA_scaffold2383_8, Sisiri#SI_scaffold829_19
OG13918	Branig#BniB044749_PA, Braole#Bol022168, Brarap#BraA08005565, Rapsat#Rsa1.0_00157.1_g00025.1
OG13926	Branig#BniB039728_PA, Braole#Bol004399, Brarap#BraA05001025, Rapsat#Rsa1.0_00087.1_g00070.1
OG13936	Aratha#AT4G17700.1, Camsat#Csa06g046630.1, Capgra#Cagra.27230s0001.1, Caprub#Carubv10006183m
OG13970	Branig#BniB003819_PA, Braole#Bol019836, Brarap#BraA08001125, Eutsal#Thhalv10012495m, Rapsat#Rsa1.0_00047.1_g00018.1, Sisiri#SI_scaffold843_145, Thlarv#Ta04474
OG13971	Branig#BniB008581_PA, Braole#Bol021311, Brarap#BraA02000686, Rapsat#Rsa1.0_00240.1_g00027.1, Schpar#Tp6g27200
OG13974	Branig#BniB020321_PA, Braole#Bol037956, Brarap#BraA04002555, Rapsat#Rsa1.0_01339.1_g00005.1
OG13975	Branig#BniB040926_PA, Braole#Bol013511, Brarap#BraA04003587, Rapsat#Rsa1.0_01458.1_g00010.1
OG13977	Camsat#Csa16g012310.1, Eutsal#Thhalv10016169m, Schpar#Tp4g15430, Sisiri#SI_scaffold1453_5
OG13985	Branig#BniB018258_PA, Braole#Bol013321, Brarap#BraA03004022, Rapsat#Rsa1.0_59686.1_g00001.1_partial
OG13990	Branig#BniB013254_PA, Braole#Bol009592, Brarap#BraA01001420, Rapsat#Rsa1.0_00697.1_g00003.1, Sisiri#SI_scaffold2567_26
OG14001	Aralyr#AL4G28012.t1, Aratha#AT2G32610.1, Camsat#Csa05g024260.1, Capgra#Cagra.0804s0007.1, Caprub#Carubv10025516m, Carhir#CARHR126460.1, Leaala#LA_scaffold148_11
OG14004	Branig#BniB020115_PA, Brarap#BraA04002523, Rapsat#Rsa1.0_02525.1_g00002.1, Sisiri#SI_scaffold1450_10
OG14005	Branig#BniB020116_PA, Brarap#BraA04002524, Eutsal#Thhalv10017940m, Rapsat#Rsa1.0_06558.1_g00001.1
OG14007	Branig#BniB004261_PA, Braole#Bol015898, Brarap#BraA06004657, Rapsat#Rsa1.0_00098.1_g00024.1
OG14015	Branig#BniB002521_PA, Braole#Bol033774, Brarap#BraA06003529, Rapsat#Rsa1.0_00092.1_g00015.1
OG14016	Branig#BniB009272_PA, Braole#Bol017911, Brarap#BraA01000575, Rapsat#Rsa1.0_00017.1_g00086.1
OG14020	Branig#BniB019943_PA, Braole#Bol021340, Brarap#BraA02000715, Rapsat#Rsa1.0_00062.1_g00035.1
OG14031	Branig#BniB042204_PA, Braole#Bol004916, Brarap#BraA05005153, Rapsat#Rsa1.0_00315.1_g00002.1, Sisiri#SI_scaffold1717_206
OG14044	Branig#BniB025413_PA, Braole#Bol042973, Brarap#BraA06005530, Rapsat#Rsa1.0_07736.1_g00004.1
OG14046	Branig#BniB045977_PA, Brarap#BraA08000059, Rapsat#Rsa1.0_05478.1_g00001.1_TE, Schpar#Tp2g05960, Sisiri#SI_C193443_1
OG14047	Branig#BniB024800_PA, Braole#Bol032249, Brarap#BraA09001717, Rapsat#Rsa1.0_03985.1_g00002.1
OG14080	Branig#BniB047460_PA, Brarap#BraA03004023, Rapsat#Rsa1.0_02489.1_g00004.1, Sisiri#SI_scaffold2135_15
OG14088	Branig#BniB003189_PA, Brarap#BraA04003284, Rapsat#Rsa1.0_00467.1_g00008.1, Sisiri#SI_scaffold1171_9
OG14090	Aratha#AT5G17740.1, Capgra#Cagra.6254s0020.1, Caprub#Carubv10002937m, Carhir#CARHR195430.1
OG14095	Branig#BniB033361_PA, Braole#Bol019779, Brarap#BraA08000983, Rapsat#Rsa1.0_02173.1_g00003.1
OG14099	Branig#BniB035414_PA, Braole#Bol017419, Brarap#BraA07002173, Rapsat#Rsa1.0_03474.1_g00001.1
OG14100	Branig#BniB037129_PA, Braole#Bol016196, Brarap#BraA07002736, Rapsat#Rsa1.0_00699.1_g00003.1
OG14103	Branig#BniB036671_PA, Braole#Bol018528, Brarap#BraA06006295, Rapsat#Rsa1.0_00211.1_g00033.1
OG14104	Branig#BniB040166_PA, Braole#Bol028793, Brarap#BraA01000024, Rapsat#Rsa1.0_00019.1_g00018.1, Sisiri#SI_scaffold2073_121
OG14108	Branig#BniB049564_PA, Rapsat#Rsa1.0_05044.1_g00002.1, Schpar#Tp6g10990, Sisiri#SI_scaffold1467_2
OG14112	Branig#BniB013069_PA, Brarap#BraA01001450, Rapsat#Rsa1.0_00001.1_g00013.1, Schpar#Tp7g22240, Sisiri#SI_scaffold2159_10
OG14119	Branig#BniB012531_PA, Braole#Bol039291, Brarap#BraA02001849, Rapsat#Rsa1.0_00434.1_g00017.1
OG14120	Branig#BniB018856_PA, Braole#Bol027708, Brarap#BraA07003126, Rapsat#Rsa1.0_00014.1_g00021.1
OG14124	Branig#BniB041600_PA, Eutsal#Thhalv10007364m, Rapsat#Rsa1.0_03922.1_g00001.1, Schpar#Tp1g17720, Thlarv#Ta03964
OG14128	Branig#BniB020140_PA, Braole#Bol037958, Brarap#BraA04002553, Rapsat#Rsa1.0_01339.1_g00010.1
OG14129	Branig#BniB040911_PA, Braole#Bol013502, Brarap#BraA04003573, Rapsat#Rsa1.0_02579.1_g00006.1, Schpar#Tp4g15350, Sisiri#SI_scaffold718_46, Thlarv#Ta13182
OG14145	Branig#BniB002763_PA, Braole#Bol042106, Brarap#BraA03006096, Eutsal#Thhalv10025071m, Rapsat#Rsa1.0_00441.1_g00016.1, Schpar#Tp7g21480, Sisiri#SI_scaffold1117_42, Thlarv#Ta08720
OG14148	Branig#BniB018274_PA, Braole#Bol013814, Brarap#BraA06004123, Rapsat#Rsa1.0_03183.1_g00003.1
OG14154	Branig#BniB040414_PA, Braole#Bol016137, Brarap#BraA07002789, Rapsat#Rsa1.0_01221.1_g00009.1, Sisiri#SI_scaffold161_38
OG14158	Branig#BniB039648_PA, Braole#Bol012323, Brarap#BraA05001185, Rapsat#Rsa1.0_01267.1_g00007.1, Sisiri#SI_scaffold1556_13
OG14160	Branig#BniB019971_PA, Braole#Bol016557, Brarap#BraA09003402, Rapsat#Rsa1.0_00598.1_g00004.1, Sisiri#SI_scaffold2281_7
OG14161	Branig#BniB022310_PA, Braole#Bol006042, Brarap#BraA09001530, Rapsat#Rsa1.0_00276.1_g00011.1
OG14166	Branig#BniB046906_PA, Braole#Bol028920, Brarap#BraA01000149, Rapsat#Rsa1.0_01472.1_g00008.1
OG14170	Branig#BniB002253_PA, Braole#Bol042327, Brarap#BraA03006347, Rapsat#Rsa1.0_00341.1_g00034.1
OG14171	Branig#BniB018368_PA, Braole#Bol013052, Brarap#BraA10000797, Rapsat#Rsa1.0_03364.1_g00004.1, Sisiri#SI_scaffold2054_27, Thlarv#Ta19516
OG14174	Branig#BniB007751_PA, Braole#Bol018258, Brarap#BraA02001403, Rapsat#Rsa1.0_02297.1_g00011.1
OG14175	Branig#BniB046652_PA, Braole#Bol027952, Brarap#BraA03001401, Rapsat#Rsa1.0_00207.1_g00008.1, Schpar#Tp6g16480, Sisiri#SI_scaffold528_45
OG14178	Branig#BniB044953_PA, Braole#Bol032157, Brarap#BraA09001616, Rapsat#Rsa1.0_02695.1_g00002.1
OG14183	Branig#BniB048903_PA, Braole#Bol029586, Brarap#BraA03002454, Rapsat#Rsa1.0_01742.1_g00003.1
OG14184	Branig#BniB044119_PA, Braole#Bol035725, Brarap#BraA05005135, Rapsat#Rsa1.0_00201.1_g00027.1, Sisiri#SI_scaffold1717_177
OG14186	Branig#BniB013546_PA, Braole#Bol041811, Brarap#BraA07000667, Rapsat#Rsa1.0_02270.1_g00003.1
OG14187	Branig#BniB021478_PA, Brarap#BraA09003387, Rapsat#Rsa1.0_00021.1_g00037.1, Sisiri#SI_scaffold587_36
OG14191	Araalp#KFK25569.1, Aralyr#AL6G24000.t1, Aratha#AT5G13380.1, Branig#BniB023855_PA, Brarap#BraA02000491, Camsat#Csa13g015980.1, Capgra#Cagra.0596s0027.1, Caprub#Carubv10003724m, Carhir#CARHR200050.1, Eutsal#Thhalv10013038m, Leaala#LA_scaffold507_30, Rapsat#Rsa1.0_01494.1_g00003.1
OG14200	Branig#BniB023854_PA, Braole#Bol043441, Brarap#BraA02000486, Rapsat#Rsa1.0_01494.1_g00006.1
OG14214	Carhir#CARHR264210.1, Eutsal#Thhalv10015256m, Sisiri#SI_scaffold1279_11, Thlarv#Ta24789
OG14238	Branig#BniB021531_PA, Braole#Bol033243, Brarap#BraA04002253, Eutsal#Thhalv10017135m, Rapsat#Rsa1.0_00159.1_g00015.1, Thlarv#Ta07118
OG14245	Braole#Bol030793, Eutsal#Thhalv10008614m, Schpar#Tp1g16210, Sisiri#SI_scaffold1491_314, Thlarv#Ta01342
OG14252	Branig#BniB007500_PA, Braole#Bol045231, Brarap#BraA02002103, Eutsal#Thhalv10028920m, Rapsat#Rsa1.0_01099.1_g00014.1, Schpar#Tp6g05830, Sisiri#SI_scaffold1553_14, Thlarv#Ta23431
OG14257	Branig#BniB003024_PA, Braole#Bol027758, Brarap#BraA07003085, Rapsat#Rsa1.0_01214.1_g00004.1
OG14259	Branig#BniB016022_PA, Braole#Bol039345, Brarap#BraA02001808, Eutsal#Thhalv10019046m, Rapsat#Rsa1.0_02159.1_g00001.1
OG14260	Araalp#KFK41943.1, Branig#BniB006468_PA, Braole#Bol039917, Brarap#BraA07001955, Rapsat#Rsa1.0_01419.1_g00020.1_partial, Schpar#Tp5g30160, Sisiri#SI_C186483_1
OG14267	Branig#BniB047229_PA, Braole#Bol026844, Brarap#BraA06001956, Rapsat#Rsa1.0_00015.1_g00039.1
OG14268	Branig#BniB047230_PA, Braole#Bol026846, Brarap#BraA06001954, Rapsat#Rsa1.0_00015.1_g00037.1
OG14275	Branig#BniB029175_PA, Braole#Bol041459, Brarap#BraA09001215, Sisiri#SI_scaffold2304_4
OG14278	Branig#BniB012542_PA, Braole#Bol039281, Brarap#BraA02001859, Rapsat#Rsa1.0_00434.1_g00007.1
OG14279	Branig#BniB018870_PA, Braole#Bol027694, Brarap#BraA07003137, Rapsat#Rsa1.0_00014.1_g00035.1
OG14289	Branig#BniB003327_PA, Braole#Bol016440, Brarap#BraA02003059, Rapsat#Rsa1.0_00585.1_g00007.1
OG14292	Branig#BniB013074_PA, Braole#Bol009569, Brarap#BraA01001442, Rapsat#Rsa1.0_00001.1_g00006.1, Sisiri#SI_scaffold2567_6
OG14293	Araalp#KFK30232.1, Aralyr#AL7G15050.t1, Aratha#AT4G36000.1, Carhir#CARHR244400.1, Sisiri#SI_scaffold1321_105
OG14321	Aetara#AA_scaffold5560_13, Braole#Bol027441, Eutsal#Thhalv10024072m, Sisiri#SI_scaffold108_36
OG14328	Branig#BniB011214_PA, Braole#Bol006984, Brarap#BraA08000497, Rapsat#Rsa1.0_00002.1_g00095.1, Sisiri#SI_C211593_1
OG14358	Branig#BniB001891_PA, Braole#Bol009992, Brarap#BraA08002646, Rapsat#Rsa1.0_00465.1_g00003.1
OG14359	Branig#BniB029018_PA, Braole#Bol015356, Brarap#BraA03000164, Rapsat#Rsa1.0_00285.1_g00012.1, Sisiri#SI_scaffold123_284
OG14368	Branig#BniB039099_PA, Brarap#BraA08003415, Rapsat#Rsa1.0_13893.1_g00001.1, Schpar#Tp7g20230, Sisiri#SI_scaffold101_92
OG14371	Branig#BniB001715_PA, Braole#Bol043757, Brarap#BraA08002499, Rapsat#Rsa1.0_01719.1_g00007.1, Schpar#Tp6g34030, Sisiri#SI_scaffold2429_49
OG14374	Aratha#AT5G09280.1, Caprub#Carubv10002943m, Eutsal#Thhalv10015832m, Thlarv#Ta00836
OG14383	Araalp#KFK25747.1, Branig#BniB023917_PA, Braole#Bol021216, Rapsat#Rsa1.0_00301.1_g00044.1, Schpar#Tp6g28960, Sisiri#SI_scaffold843_318, Thlarv#Ta19328
OG14418	Araalp#KFK33662.1, Branig#BniB024781_PA, Rapsat#Rsa1.0_00748.1_g00008.1, Thlarv#Ta14460
OG14420	Branig#BniB027248_PA, Braole#Bol031165, Brarap#BraA02002505, Rapsat#Rsa1.0_00848.1_g00008.1
OG14423	Branig#BniB031873_PA, Braole#Bol026117, Rapsat#Rsa1.0_05328.1_g00003.1, Sisiri#SI_scaffold509_41
OG14425	Branig#BniB049094_PA, Braole#Bol010477, Rapsat#Rsa1.0_03693.1_g00001.1, Schpar#Tp5g22760
OG14429	Branig#BniB042954_PA, Braole#Bol032020, Brarap#BraA05001837, Rapsat#Rsa1.0_00960.1_g00012.1
OG14436	Branig#BniB010512_PA, Brarap#BraA07002801, Rapsat#Rsa1.0_05367.1_g00003.1, Sisiri#SI_scaffold161_25
OG14438	Branig#BniB046404_PA, Braole#Bol034949, Brarap#BraA05002589, Rapsat#Rsa1.0_00864.1_g00006.1
OG14444	Branig#BniB024509_PA, Braole#Bol006598, Brarap#BraA09000413, Rapsat#Rsa1.0_04355.1_g00003.1
OG14445	Branig#BniB044776_PA, Braole#Bol022108, Brarap#BraA08005513, Rapsat#Rsa1.0_01435.1_g00007.1
OG14446	Branig#BniB034310_PA, Braole#Bol036820, Brarap#BraA06002895, Rapsat#Rsa1.0_00197.1_g00021.1
OG14447	Branig#BniB004687_PA, Braole#Bol035086, Brarap#BraA08002736, Rapsat#Rsa1.0_00287.1_g00018.1, Sisiri#SI_scaffold1934_57
OG14451	Aetara#AA_scaffold517_24, Branig#BniB000577_PA, Schpar#Tp2g20410, Sisiri#SI_scaffold688_87, Thlarv#Ta08129
OG14454	Branig#BniB037217_PA, Brarap#BraA05004929, Rapsat#Rsa1.0_01146.1_g00018.1, Thlarv#Ta05494
OG14463	Branig#BniB010210_PA, Braole#Bol040839, Brarap#BraA10001550, Rapsat#Rsa1.0_03714.1_g00003.1
OG14464	Branig#BniB035750_PA, Braole#Bol018381, Brarap#BraA09000133, Rapsat#Rsa1.0_00653.1_g00013.1
OG14467	Branig#BniB022217_PA, Braole#Bol024152, Brarap#BraA02002146, Rapsat#Rsa1.0_00475.1_g00001.1
OG14469	Branig#BniB037855_PA, Brarap#BraA09004441, Rapsat#Rsa1.0_01799.1_g00005.1, Schpar#Tp2g09110, Sisiri#SI_C210599_1
OG14477	Branig#BniB007185_PA, Braole#Bol007349, Brarap#BraA05000739, Rapsat#Rsa1.0_01688.1_g00002.1, Sisiri#SI_scaffold522_51
OG14487	Branig#BniB047051_PA, Braole#Bol008023, Brarap#BraA02003338, Rapsat#Rsa1.0_00022.1_g00007.1
OG14489	Braole#Bol015915, Brarap#BraA06004678, Schpar#Tp2g28040, Thlarv#Ta02607
OG14490	Branig#BniB001679_PA, Braole#Bol043681, Brarap#BraA08002000, Rapsat#Rsa1.0_00016.1_g00128.1, Schpar#Tp6g33160, Sisiri#SI_scaffold2604_57
OG14503	Branig#BniB037402_PA, Braole#Bol028335, Brarap#BraA01001081, Rapsat#Rsa1.0_00049.1_g00002.1, Sisiri#SI_scaffold108_28
OG14512	Aratha#AT4G20230.2, Camsat#Csa11g026020.1, Capgra#Cagra.2564s0001.1, Caprub#Carubv10007162m, Carhir#CARHR227030.1, Leaala#LA_scaffold498_18
OG14515	Aralyr#AL1G55550.t1, Aratha#AT1G48820.1, Capgra#Cagra.14813s0005.1, Caprub#Carubv10012239m, Carhir#CARHR038820.1
OG1451	Branig#BniB006181_PA, Braole#Bol030606, Brarap#BraA03002892, Rapsat#Rsa1.0_00467.1_g00016.1
OG14531	Aralyr#AL7G46440.t1, Aratha#AT3G32030.1, Brarap#BraA03003707, Camsat#Csa01g017070.1, Carhir#CARHR089240.1, Schpar#Tp1g39450, Sisiri#SI_scaffold1727_70, Thlarv#Ta26179
OG1455	Branig#BniB010718_PA, Braole#Bol010246, Brarap#BraA05003501, Rapsat#Rsa1.0_00541.1_g00017.1
OG14581	Branig#BniB047650_PA, Carhir#CARHR016040.1, Leaala#LA_scaffold107_24, Rapsat#Rsa1.0_03904.1_g00001.1_TE, Sisiri#SI_scaffold1491_75
OG14582	Araalp#KFK42464.1, Aralyr#AL6G41570.t1, Aratha#AT5G05400.1, Branig#BniB001846_PA, Carhir#CARHR265030.1, Eutsal#Thhalv10023914m, Rapsat#Rsa1.0_01182.1_g00011.1
OG14584	Aetara#AA_scaffold1748_198, Aralyr#AL8G10780.t1, Camsat#Csa17g016510.1, Carhir#CARHR116460.1
OG14588	Aratha#AT4G27220.2, Braole#Bol025684, Brarap#BraA08003524, Carhir#CARHR234860.1
OG1459	Branig#BniB013180_PA, Braole#Bol028489, Brarap#BraA01001233, Rapsat#Rsa1.0_04379.1_g00003.1, Schpar#Tp7g20280, Sisiri#SI_scaffold101_83
OG14600	Aratha#AT4G10780.1, Carhir#CARHR255820.1, Leaala#LA_scaffold2470_12, Rapsat#Rsa1.0_03421.1_g00003.1
OG14608	Aetara#AA_scaffold5757_9, Aralyr#AL1G23500.t1, Aratha#AT1G12220.1, Branig#BniB015441_PA, Carhir#CARHR012520.1
OG1460	Branig#BniB039519_PA, Braole#Bol010626, Brarap#BraA08003418, Rapsat#Rsa1.0_02287.1_g00003.1
OG14621	Aralyr#AL3G14060.t1, Aratha#AT3G04150.2, Brarap#BraA03003200, Capgra#Cagra.4031s0051.1, Caprub#Carubv10016046m
OG14629	Aetara#AA_scaffold1068_217, Branig#BniB038540_PA, Braole#Bol035807, Brarap#BraA10000037, Rapsat#Rsa1.0_01549.1_g00008.1, Thlarv#Ta03498
OG1462	Branig#BniB009175_PA, Braole#Bol035140, Brarap#BraA08002856, Rapsat#Rsa1.0_02964.1_g00004.1
OG14632	Branig#BniB026401_PA, Braole#Bol034610, Brarap#BraA03000989, Rapsat#Rsa1.0_03439.1_g00003.1, Schpar#Tp6g23860
OG14637	Branig#BniB014500_PA, Braole#Bol026330, Brarap#BraA07002888, Rapsat#Rsa1.0_01058.1_g00007.1
OG14638	Branig#BniB043102_PA, Braole#Bol040055, Brarap#BraA07002092, Rapsat#Rsa1.0_00060.1_g00015.1
OG1463	Branig#BniB038328_PA, Braole#Bol039093, Brarap#BraA06003890, Rapsat#Rsa1.0_00518.1_g00011.1
OG14646	Branig#BniB047262_PA, Braole#Bol030721, Brarap#BraA06001982, Rapsat#Rsa1.0_00015.1_g00062.1
OG14651	Aralyr#AL1G55810.t1, Camsat#Csa17g080620.1, Capgra#Cagra.21181s0001.1, Caprub#Carubv10011937m, Carhir#CARHR009530.1, Leaala#LA_scaffold1507_22
OG14652	Branig#BniB024507_PA, Braole#Bol006596, Brarap#BraA09000410, Rapsat#Rsa1.0_04784.1_g00002.1
OG14653	Branig#BniB034307_PA, Braole#Bol036825, Brarap#BraA06002906, Rapsat#Rsa1.0_00197.1_g00016.1, Sisiri#SI_scaffold1384_135
OG14654	Branig#BniB044773_PA, Braole#Bol022113, Brarap#BraA08005516, Rapsat#Rsa1.0_01435.1_g00004.1
OG14662	Branig#BniB041385_PA, Braole#Bol032452, Brarap#BraA09001916, Rapsat#Rsa1.0_01534.1_g00006.1, Schpar#Tp2g21340
OG14673	Branig#BniB032346_PA, Braole#Bol030684, Brarap#BraA03002971, Rapsat#Rsa1.0_01558.1_g00008.1
OG14677	Aralyr#AL5G29880.t1, Aratha#AT3G49870.1, Branig#BniB000308_PA, Braole#Bol016980, Brarap#BraA03005408, Caprub#Carubv10018087m, Eutsal#Thhalv10010752m, Rapsat#Rsa1.0_00383.1_g00017.1, Schpar#Tp5g12240, Sisiri#SI_scaffold2157_1
OG1467	Branig#BniB008272_PA, Braole#Bol005080, Brarap#BraA05003377, Rapsat#Rsa1.0_00618.1_g00014.1
OG14687	Aetara#AA_scaffold3337_5, Branig#BniB003429_PA, Braole#Bol006851, Brarap#BraA04001715, Eutsal#Thhalv10026343m, Schpar#Tp7g12740, Thlarv#Ta14641
OG14688	Branig#BniB008628_PA, Braole#Bol014732, Brarap#BraA07001611, Rapsat#Rsa1.0_00033.1_g00056.1
OG1469	Araalp#KFK25072.1, Branig#BniB001426_PA, Braole#Bol043911, Brarap#BraA08002276, Rapsat#Rsa1.0_00816.1_g00016.1, Sisiri#SI_scaffold1641_20
OG14705	Aratha#AT5G14670.1, Branig#BniB023898_PA, Braole#Bol021185, Leaala#LA_scaffold1579_8
OG14722	Branig#BniB018652_PA, Brarap#BraA01000751, Rapsat#Rsa1.0_00729.1_g00003.1, Schpar#Tp7g28240
OG14724	Aralyr#AL3G52060.t1, Aratha#AT2G18670.1, Branig#BniB007573_PA, Camsat#Csa15g079370.1, Capgra#Cagra.0389s0001.1, Caprub#Carubv10015081m, Carhir#CARHR109260.3, Eutsal#Thhalv10022879m, Schpar#Tp3g32160
OG14733	Branig#BniB017651_PA, Brarap#BraA06005930, Rapsat#Rsa1.0_00271.1_g00012.1, Sisiri#SI_scaffold1540_27
OG14738	Branig#BniB017428_PA, Braole#Bol022871, Brarap#BraA03003904, Rapsat#Rsa1.0_02848.1_g00005.1, Schpar#Tp3g16850
OG14739	Branig#BniB039302_PA, Brarap#BraA05002609, Rapsat#Rsa1.0_00546.1_g00005.1, Sisiri#SI_scaffold1180_108
OG14740	Branig#BniB035330_PA, Braole#Bol030971, Brarap#BraA05001147, Rapsat#Rsa1.0_00888.1_g00008.1
OG14743	Branig#BniB046789_PA, Braole#Bol016760, Brarap#BraA06003337, Rapsat#Rsa1.0_00766.1_g00002.1
OG14748	Branig#BniB037660_PA, Braole#Bol005737, Brarap#BraA08001515, Rapsat#Rsa1.0_02999.1_g00003.1
OG14749	Branig#BniB037661_PA, Braole#Bol005738, Brarap#BraA08001512, Rapsat#Rsa1.0_02999.1_g00004.1
OG14756	Branig#BniB046791_PA, Braole#Bol016762, Brarap#BraA06003342, Rapsat#Rsa1.0_00766.1_g00005.1
OG14760	Branig#BniB035331_PA, Braole#Bol030972, Brarap#BraA05001144, Rapsat#Rsa1.0_00888.1_g00007.1
OG14761	Branig#BniB039303_PA, Brarap#BraA05002607, Rapsat#Rsa1.0_00546.1_g00006.1, Sisiri#SI_scaffold1180_109
OG14768	Branig#BniB045273_PA, Braole#Bol027636, Brarap#BraA07003203, Rapsat#Rsa1.0_00253.1_g00008.1
OG14770	Branig#BniB036532_PA, Braole#Bol039239, Brarap#BraA02001896, Rapsat#Rsa1.0_02385.1_g00003.1, Schpar#Tp5g31570
OG14771	Aralyr#AL1G33830.t1, Aratha#AT1G20823.1, Capgra#Cagra.6160s0015.1, Caprub#Carubv10010177m
OG14773	Branig#BniB041505_PA, Braole#Bol026987, Brarap#BraA06001819, Rapsat#Rsa1.0_00803.1_g00013.1
OG14776	Branig#BniB015833_PA, Brarap#BraA08004076, Eutsal#Thhalv10027339m, Rapsat#Rsa1.0_00451.1_g00033.1
OG14778	Branig#BniB036015_PA, Braole#Bol029071, Brarap#BraA01000297, Rapsat#Rsa1.0_06503.1_g00002.1
