ortholog group	Spesies#sequence_id
FG5003	Ashbya_gossypii#lcl, AFR274C, Candida_glabrata#gi, 50285091, ref, XP_444974.1, , Kluyveromyces_lactis#gi, 50307181, ref, XP_453569.1, , Saccharomyces_bayanus#ORFP:13549, Saccharomyces_castelli#ORFP:Scas_Contig687.8, Saccharomyces_cerevisiae#gi, 14318576, ref, NP_116709.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2324.8, Saccharomyces_mikatae#ORFP:7337, Saccharomyces_paradoxus#ORFP:7246
FG5004	Ashbya_gossypii#lcl, AFR275W, Candida_glabrata#gi, 50292843, ref, XP_448854.1, , Kluyveromyces_lactis#gi, 50312379, ref, XP_456223.1, , Saccharomyces_bayanus#ORFP:14644, Saccharomyces_castelli#ORFP:Scas_Contig625.4, Saccharomyces_cerevisiae#gi, 6322817, ref, NP_012890.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2102.1, Saccharomyces_mikatae#ORFP:13538, Saccharomyces_paradoxus#ORFP:13615
FG5006	Ashbya_gossypii#lcl, AFR287W, Candida_glabrata#gi, 50289303, ref, XP_447082.1, , Kluyveromyces_lactis#gi, 50302179, ref, XP_451023.1, , Saccharomyces_bayanus#ORFP:11935, Saccharomyces_castelli#ORFP:Scas_Contig698.11, Saccharomyces_cerevisiae#gi, 6322041, ref, NP_012116.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig1588.2, Saccharomyces_mikatae#ORFP:10525, Saccharomyces_paradoxus#ORFP:10798
FG5007	Ashbya_gossypii#lcl, AFR384W, Candida_glabrata#gi, 50286487, ref, XP_445672.1, , Kluyveromyces_lactis#gi, 50305783, ref, XP_452852.1, , Saccharomyces_bayanus#ORFP:13098, Saccharomyces_castelli#ORFP:Scas_Contig709.15, Saccharomyces_cerevisiae#gi, 6322515, ref, NP_012589.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig1317.1, Saccharomyces_mikatae#ORFP:12405, Saccharomyces_paradoxus#ORFP:12519
FG5009	Ashbya_gossypii#lcl, AFR438W, Candida_glabrata#gi, 50289087, ref, XP_446973.1, , Kluyveromyces_lactis#gi, 50305995, ref, XP_452958.1, , Saccharomyces_bayanus#ORFP:18159, Saccharomyces_castelli#ORFP:Scas_Contig626.14, Saccharomyces_cerevisiae#gi, 6323551, ref, NP_013622.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig1488.3, Saccharomyces_mikatae#ORFP:16069, Saccharomyces_paradoxus#ORFP:17673
FG5010	Ashbya_gossypii#lcl, AFR448W, Candida_glabrata#gi, 50294486, ref, XP_449654.1, , Kluyveromyces_lactis#gi, 50305043, ref, XP_452479.1, , Saccharomyces_bayanus#ORFP:19436, Saccharomyces_castelli#ORFP:Scas_Contig497.2, Saccharomyces_cerevisiae#gi, 6323943, ref, NP_014014.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2335.7, Saccharomyces_mikatae#ORFP:17508, Saccharomyces_paradoxus#ORFP:17919
FG5012	Ashbya_gossypii#lcl, AFR481W, Candida_glabrata#gi, 50286775, ref, XP_445817.1, , Kluyveromyces_lactis#gi, 50308863, ref, XP_454436.1, , Saccharomyces_bayanus#ORFP:8777, Saccharomyces_castelli#ORFP:Scas_Contig648.12, Saccharomyces_cerevisiae#gi, 6321409, ref, NP_011486.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig2052.6, Saccharomyces_mikatae#ORFP:7718, Saccharomyces_paradoxus#ORFP:8480
FG5015	Ashbya_gossypii#lcl, AFR525C, Candida_glabrata#gi, 50294303, ref, XP_449563.1, , Kluyveromyces_lactis#gi, 50312325, ref, XP_456196.1, , Saccharomyces_bayanus#ORFP:19688, Saccharomyces_castelli#ORFP:Scas_Contig696.2, Saccharomyces_cerevisiae#gi, 6323891, ref, NP_013962.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig1773.4, Saccharomyces_mikatae#ORFP:17310, Saccharomyces_paradoxus#ORFP:16382
FG5016	Ashbya_gossypii#lcl, AFR532W, Candida_glabrata#gi, 50285009, ref, XP_444933.1, , Kluyveromyces_lactis#gi, 50312313, ref, XP_456189.1, , Saccharomyces_castelli#ORFP:Scas_Contig665.19, Saccharomyces_cerevisiae#gi, 6324876, ref, NP_014945.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2154.2, Saccharomyces_kudriavzevi#ORFP:Skud_Contig1580.3, Saccharomyces_mikatae#ORFP:20858, Saccharomyces_paradoxus#ORFP:21410
FG5019	Ashbya_gossypii#lcl, AFR575C, Candida_glabrata#gi, 50291979, ref, XP_448422.1, , Kluyveromyces_lactis#gi, 50303879, ref, XP_451887.1, , Saccharomyces_bayanus#ORFP:9009, Saccharomyces_castelli#ORFP:Scas_Contig683.21, Saccharomyces_cerevisiae#gi, 6321499, ref, NP_011576.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2050.3, Saccharomyces_mikatae#ORFP:8468, Saccharomyces_paradoxus#ORFP:8181
FG5021	Ashbya_gossypii#lcl, AFR606C, Candida_glabrata#gi, 50292489, ref, XP_448677.1, , Kluyveromyces_lactis#gi, 50312163, ref, XP_456113.1, , Saccharomyces_bayanus#ORFP:7393, Saccharomyces_castelli#ORFP:Scas_Contig618.7, Saccharomyces_cerevisiae#gi, 14318535, ref, NP_116668.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2429.4, Saccharomyces_mikatae#ORFP:7523, Saccharomyces_paradoxus#ORFP:7428
FG5022	Ashbya_gossypii#lcl, AFR610W, Candida_glabrata#gi, 50290425, ref, XP_447644.1, , Kluyveromyces_lactis#gi, 50310321, ref, XP_455180.1, , Saccharomyces_bayanus#ORFP:2198, Saccharomyces_castelli#ORFP:Scas_Contig607.18, Saccharomyces_cerevisiae#gi, 6319734, ref, NP_009816.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig2064.16, Saccharomyces_mikatae#ORFP:4918, Saccharomyces_paradoxus#ORFP:2035
FG5024	Ashbya_gossypii#lcl, AFR658W, Candida_glabrata#gi, 50291251, ref, XP_448058.1, , Kluyveromyces_lactis#gi, 50304711, ref, XP_452311.1, , Saccharomyces_bayanus#ORFP:19826, Saccharomyces_castelli#ORFP:Scas_Contig706.33, Saccharomyces_cerevisiae#gi, 6324066, ref, NP_014136.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig1415.2, Saccharomyces_mikatae#ORFP:17928, Saccharomyces_paradoxus#ORFP:18356
FG5028	Ashbya_gossypii#lcl, AFR707C, Candida_glabrata#gi, 50292091, ref, XP_448478.1, , Kluyveromyces_lactis#gi, 50304601, ref, XP_452256.1, , Saccharomyces_bayanus#ORFP:5790, Saccharomyces_castelli#ORFP:Scas_Contig685.15, Saccharomyces_cerevisiae#gi, 6320721, ref, NP_010800.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2019.3, Saccharomyces_mikatae#ORFP:5454, Saccharomyces_paradoxus#ORFP:5378
FG5029	Ashbya_gossypii#lcl, AFR709C, Candida_glabrata#gi, 50285155, ref, XP_445006.1, , Kluyveromyces_lactis#gi, 50304597, ref, XP_452254.1, , Saccharomyces_bayanus#ORFP:2485, Saccharomyces_cerevisiae#gi, 10383760, ref, NP_009896.2, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2019.1, Saccharomyces_kudriavzevi#ORFP:Skud_Contig2072.11, Saccharomyces_mikatae#ORFP:2150, Saccharomyces_paradoxus#ORFP:2313
FG5030	Ashbya_gossypii#lcl, AFR717W, Candida_glabrata#gi, 50287139, ref, XP_445999.1, , Kluyveromyces_lactis#gi, 50304579, ref, XP_452245.1, , Saccharomyces_bayanus#ORFP:5814, Saccharomyces_castelli#ORFP:Scas_Contig685.19, Saccharomyces_cerevisiae#gi, 6320725, ref, NP_010805.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig1594.4, Saccharomyces_mikatae#ORFP:5473, Saccharomyces_paradoxus#ORFP:5365
FG5031	Ashbya_gossypii#lcl, AFR720W, Candida_glabrata#gi, 50285141, ref, XP_444999.1, , Kluyveromyces_lactis#gi, 50304573, ref, XP_452242.1, , Saccharomyces_bayanus#ORFP:2427, Saccharomyces_castelli#ORFP:Scas_Contig642.6, Saccharomyces_cerevisiae#gi, 6319804, ref, NP_009884.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig1988.3, Saccharomyces_mikatae#ORFP:2194, Saccharomyces_paradoxus#ORFP:2267
FG5033	Ashbya_gossypii#lcl, AGL356C, Candida_glabrata#gi, 50287901, ref, XP_446380.1, , Kluyveromyces_lactis#gi, 50305731, ref, XP_452826.1, , Saccharomyces_bayanus#ORFP:9442, Saccharomyces_castelli#ORFP:Scas_Contig612.7, Saccharomyces_cerevisiae#gi, 6321716, ref, NP_011793.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig1860.3, Saccharomyces_mikatae#ORFP:9079, Saccharomyces_paradoxus#ORFP:9427
FG5035	Ashbya_gossypii#lcl, AGL338W, Candida_glabrata#gi, 50295080, ref, XP_449951.1, , Kluyveromyces_lactis#gi, 50303017, ref, XP_451446.1, , Saccharomyces_bayanus#ORFP:19312, Saccharomyces_castelli#ORFP:Scas_Contig514.5, Saccharomyces_cerevisiae#gi, 6323972, ref, NP_014043.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2292.3, Saccharomyces_mikatae#ORFP:17606, Saccharomyces_paradoxus#ORFP:18033
FG5037	Ashbya_gossypii#lcl, AGL307W, Candida_glabrata#gi, 50294656, ref, XP_449739.1, , Kluyveromyces_lactis#gi, 50308429, ref, XP_454216.1, , Saccharomyces_bayanus#ORFP:12950, Saccharomyces_castelli#ORFP:Scas_Contig691.2, Saccharomyces_cerevisiae#gi, 6322552, ref, NP_012626.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig865.1, Saccharomyces_mikatae#ORFP:12536, Saccharomyces_paradoxus#ORFP:12644
FG5038	Ashbya_gossypii#lcl, AGL254W, Candida_glabrata#gi, 50285319, ref, XP_445088.1, , Kluyveromyces_lactis#gi, 50307209, ref, XP_453583.1, , Saccharomyces_bayanus#ORFP:4702, Saccharomyces_castelli#ORFP:Scas_Contig721.55, Saccharomyces_cerevisiae#gi, 6320461, ref, NP_010541.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2307.6, Saccharomyces_mikatae#ORFP:3980, Saccharomyces_paradoxus#ORFP:4684
FG5039	Ashbya_gossypii#lcl, AGL226C, Candida_glabrata#gi, 50286573, ref, XP_445715.1, , Kluyveromyces_lactis#gi, 50310745, ref, XP_455394.1, , Saccharomyces_bayanus#ORFP:2933, Saccharomyces_castelli#ORFP:Scas_Contig630.9, Saccharomyces_cerevisiae#gi, 6319923, ref, NP_010004.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2352.5, Saccharomyces_mikatae#ORFP:1773, Saccharomyces_paradoxus#ORFP:2701
FG5042	Ashbya_gossypii#lcl, AGL216W, Candida_lusitaniae#CLUG_02594.1, Debaryomyces_hansenii#gi, 50424951, ref, XP_461067.1, , Kluyveromyces_lactis#gi, 50312625, ref, XP_451916.1, , Saccharomyces_bayanus#ORFP:19606, Saccharomyces_castelli#ORFP:Scas_Contig696.22, Saccharomyces_cerevisiae#gi, 6323912, ref, NP_013983.1, , Saccharomyces_mikatae#ORFP:17386, Saccharomyces_paradoxus#ORFP:16308
FG5044	Ashbya_gossypii#lcl, AGL176W, Kluyveromyces_lactis#gi, 50307637, ref, XP_453798.1, , Saccharomyces_bayanus#ORFP:4093, Saccharomyces_castelli#ORFP:Scas_Contig682.33, Saccharomyces_cerevisiae#gi, 6320360, ref, NP_010440.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2396.7, Saccharomyces_kudriavzevi#ORFP:Skud_Contig711.3, Saccharomyces_mikatae#ORFP:3801, Saccharomyces_paradoxus#ORFP:4319
FG5046	Ashbya_gossypii#lcl, AGL115W, Candida_glabrata#gi, 50288591, ref, XP_446725.1, , Kluyveromyces_lactis#gi, 50307783, ref, XP_453885.1, , Saccharomyces_bayanus#ORFP:16945, Saccharomyces_castelli#ORFP:Scas_Contig679.14, Saccharomyces_cerevisiae#gi, 6323271, ref, NP_013343.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig1869.5, Saccharomyces_mikatae#ORFP:15112, Saccharomyces_paradoxus#ORFP:15936
FG5049	Ashbya_gossypii#lcl, AGL063C, Candida_glabrata#gi, 50292857, ref, XP_448861.1, , Kluyveromyces_lactis#gi, 50309573, ref, XP_454798.1, , Saccharomyces_bayanus#ORFP:2311, Saccharomyces_castelli#ORFP:Scas_Contig489.5, Saccharomyces_cerevisiae#gi, 6319767, ref, NP_009849.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig1149.1, Saccharomyces_mikatae#ORFP:5017, Saccharomyces_paradoxus#ORFP:2142
FG5050	Ashbya_gossypii#lcl, AGL015W, Candida_glabrata#gi, 50293491, ref, XP_449157.1, , Kluyveromyces_lactis#gi, 50312517, ref, XP_456294.1, , Saccharomyces_bayanus#ORFP:24879, Saccharomyces_castelli#ORFP:Scas_Contig702.4, Saccharomyces_cerevisiae#gi, 6325246, ref, NP_015314.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig1619.2, Saccharomyces_mikatae#ORFP:22242, Saccharomyces_paradoxus#ORFP:23456
FG5051	Ashbya_gossypii#lcl, AGR024C, Candida_glabrata#gi, 50292605, ref, XP_448735.1, , Kluyveromyces_lactis#gi, 50311777, ref, XP_455917.1, , Saccharomyces_bayanus#ORFP:21329, Saccharomyces_castelli#ORFP:Scas_Contig661.26, Saccharomyces_cerevisiae#gi, 6320241, ref, NP_010321.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig2038.10, Saccharomyces_mikatae#ORFP:3560, Saccharomyces_paradoxus#ORFP:3868
FG5052	Ashbya_gossypii#lcl, AGR034W, Candida_glabrata#gi, 50289625, ref, XP_447244.1, , Kluyveromyces_lactis#gi, 50311757, ref, XP_455907.1, , Saccharomyces_bayanus#ORFP:823, Saccharomyces_castelli#ORFP:Scas_Contig560.6, Saccharomyces_cerevisiae#gi, 50593118, ref, NP_009618.2, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig1976.3, Saccharomyces_mikatae#ORFP:1041, Saccharomyces_paradoxus#ORFP:1244
FG5054	Ashbya_gossypii#lcl, AGR065W, Candida_glabrata#gi, 50285255, ref, XP_445056.1, , Kluyveromyces_lactis#gi, 50311865, ref, XP_455964.1, , Saccharomyces_bayanus#ORFP:4225, Saccharomyces_castelli#ORFP:Scas_Contig693.32, Saccharomyces_cerevisiae#gi, 6320331, ref, NP_010411.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig1862.7, Saccharomyces_mikatae#ORFP:3665, Saccharomyces_paradoxus#ORFP:4194
FG5055	Ashbya_gossypii#lcl, AGR072W, Candida_glabrata#gi, 50294866, ref, XP_449844.1, , Candida_lusitaniae#CLUG_05400.1, Debaryomyces_hansenii#gi, 50423215, ref, XP_460188.1, , Saccharomyces_bayanus#ORFP:16067, Saccharomyces_castelli#ORFP:Scas_Contig713.31, Saccharomyces_cerevisiae#gi, 6323133, ref, NP_013205.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig1208.2, Saccharomyces_paradoxus#ORFP:14435
FG5057	Ashbya_gossypii#lcl, AGR133C, Candida_glabrata#gi, 50290219, ref, XP_447541.1, , Kluyveromyces_lactis#gi, 50308803, ref, XP_454406.1, , Saccharomyces_bayanus#ORFP:6633, Saccharomyces_castelli#ORFP:Scas_Contig555.2, Saccharomyces_cerevisiae#gi, 6320995, ref, NP_011074.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig1946.2, Saccharomyces_mikatae#ORFP:6286, Saccharomyces_paradoxus#ORFP:6419
FG5058	Ashbya_gossypii#lcl, AGR139C, Candida_glabrata#gi, 50290211, ref, XP_447537.1, , Kluyveromyces_lactis#gi, 50307989, ref, XP_453994.1, , Saccharomyces_bayanus#ORFP:6608, Saccharomyces_castelli#ORFP:Scas_Contig555.6, Saccharomyces_cerevisiae#gi, 6320999, ref, NP_011078.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig1620.2, Saccharomyces_mikatae#ORFP:6269, Saccharomyces_paradoxus#ORFP:6408
FG5059	Ashbya_gossypii#lcl, AGR147W, Candida_glabrata#gi, 50290379, ref, XP_447621.1, , Kluyveromyces_lactis#gi, 50305527, ref, XP_452723.1, , Saccharomyces_bayanus#ORFP:6573, Saccharomyces_castelli#ORFP:Scas_Contig459.2, Saccharomyces_cerevisiae#gi, 6321005, ref, NP_011084.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig2047.6, Saccharomyces_mikatae#ORFP:6240, Saccharomyces_paradoxus#ORFP:6373
FG5061	Ashbya_gossypii#lcl, AGR203C, Candida_glabrata#gi, 50294428, ref, XP_449625.1, , Kluyveromyces_lactis#gi, 50310029, ref, XP_455028.1, , Saccharomyces_bayanus#ORFP:1633, Saccharomyces_castelli#ORFP:Scas_Contig721.21, Saccharomyces_cerevisiae#gi, 6319662, ref, NP_009744.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig1785.3, Saccharomyces_mikatae#ORFP:558, Saccharomyces_paradoxus#ORFP:1745
FG5062	Ashbya_gossypii#lcl, AGR205C, Candida_glabrata#gi, 50289213, ref, XP_447037.1, , Kluyveromyces_lactis#gi, 50310025, ref, XP_455026.1, , Saccharomyces_bayanus#ORFP:25186, Saccharomyces_castelli#ORFP:Scas_Contig721.23, Saccharomyces_cerevisiae#gi, 6325174, ref, NP_015242.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2035.4, Saccharomyces_mikatae#ORFP:21986, Saccharomyces_paradoxus#ORFP:22596
FG5064	Ashbya_gossypii#lcl, AGR250C, Candida_glabrata#gi, 50293123, ref, XP_448980.1, , Kluyveromyces_lactis#gi, 50307543, ref, XP_453751.1, , Saccharomyces_bayanus#ORFP:9163, Saccharomyces_castelli#ORFP:Scas_Contig716.7, Saccharomyces_cerevisiae#gi, 6321549, ref, NP_011626.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2271.8, Saccharomyces_mikatae#ORFP:8638, Saccharomyces_paradoxus#ORFP:8000
FG5066	Ashbya_gossypii#lcl, AGR339C, Candida_glabrata#gi, 50293049, ref, XP_448955.1, , Kluyveromyces_lactis#gi, 50312257, ref, XP_456160.1, , Saccharomyces_bayanus#ORFP:20685, Saccharomyces_castelli#ORFP:Scas_Contig666.30, Saccharomyces_cerevisiae#gi, 6324202, ref, NP_014272.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2048.6, Saccharomyces_mikatae#ORFP:18386, Saccharomyces_paradoxus#ORFP:18844
FG5067	Ashbya_gossypii#lcl, AGR366W, Candida_glabrata#gi, 50291483, ref, XP_448174.1, , Kluyveromyces_lactis#gi, 50307345, ref, XP_453651.1, , Saccharomyces_bayanus#ORFP:10250, Saccharomyces_castelli#ORFP:Scas_Contig584.7, Saccharomyces_cerevisiae#gi, 6321869, ref, NP_011945.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig1323.2, Saccharomyces_mikatae#ORFP:9909, Saccharomyces_paradoxus#ORFP:10105
FG5072	Candida_glabrata#gi, 50287933, ref, XP_446395.1, , Kluyveromyces_lactis#gi, 50302909, ref, XP_451392.1, , Saccharomyces_bayanus#ORFP:371, Saccharomyces_castelli#ORFP:Scas_Contig670.19, Saccharomyces_cerevisiae#gi, 6319322, ref, NP_009405.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig1608.2, Saccharomyces_kudriavzevi#ORFP:Skud_Contig1902.5, Saccharomyces_mikatae#ORFP:324, Saccharomyces_paradoxus#ORFP:160, Yarrowia_lipolytica#gi, 50554213, ref, XP_504515.1, 
FG5081	Candida_glabrata#gi, 50290949, ref, XP_447907.1, , Debaryomyces_hansenii#gi, 50420945, ref, XP_459015.1, , Kluyveromyces_lactis#gi, 50306445, ref, XP_453196.1, , Saccharomyces_bayanus#ORFP:17387, Saccharomyces_castelli#ORFP:Scas_Contig719.43, Saccharomyces_cerevisiae#gi, 6323453, ref, NP_013525.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2339.1, Saccharomyces_kudriavzevi#ORFP:Skud_Contig1928.11, Saccharomyces_mikatae#ORFP:15653, Saccharomyces_paradoxus#ORFP:15275
FG5082	Candida_glabrata#gi, 50288199, ref, XP_446528.1, , Kluyveromyces_lactis#gi, 50306555, ref, XP_453251.1, , Saccharomyces_bayanus#ORFP:15505, Saccharomyces_castelli#ORFP:Scas_Contig703.44, Saccharomyces_cerevisiae#gi, 6323005, ref, NP_013077.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2252.3, Saccharomyces_kudriavzevi#ORFP:Skud_Contig1036.2, Saccharomyces_mikatae#ORFP:14309, Saccharomyces_paradoxus#ORFP:14933, Yarrowia_lipolytica#gi, 50551447, ref, XP_503197.1, 
FG5088	Candida_glabrata#gi, 50292003, ref, XP_448434.1, , Debaryomyces_hansenii#gi, 50419137, ref, XP_458091.1, , Kluyveromyces_lactis#gi, 50307835, ref, XP_453911.1, , Saccharomyces_bayanus#ORFP:20445, Saccharomyces_castelli#ORFP:Scas_Contig606.15, Saccharomyces_cerevisiae#gi, 6324118, ref, NP_014188.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2349.5, Saccharomyces_kudriavzevi#ORFP:Skud_Contig1629.5, Saccharomyces_mikatae#ORFP:18130, Saccharomyces_paradoxus#ORFP:18565
FG5089	Candida_lusitaniae#CLUG_01868.1, Debaryomyces_hansenii#gi, 50419223, ref, XP_458134.1, , Kluyveromyces_lactis#gi, 50307895, ref, XP_453941.1, , Saccharomyces_bayanus#ORFP:20542, Saccharomyces_castelli#ORFP:Scas_Contig706.9, Saccharomyces_cerevisiae#gi, 6324092, ref, NP_014162.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2120.2, Saccharomyces_kudriavzevi#ORFP:Skud_Contig1688.4, Saccharomyces_mikatae#ORFP:18044, Saccharomyces_paradoxus#ORFP:18473
FG5096	Candida_glabrata#gi, 50286563, ref, XP_445710.1, , Kluyveromyces_lactis#gi, 50311043, ref, XP_455545.1, , Saccharomyces_bayanus#ORFP:2951, Saccharomyces_castelli#ORFP:Scas_Contig630.4, Saccharomyces_cerevisiae#gi, 6319930, ref, NP_010011.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig1425.2, Saccharomyces_kudriavzevi#ORFP:Skud_Contig1764.6, Saccharomyces_mikatae#ORFP:1761, Saccharomyces_paradoxus#ORFP:2716, Trichoderma_reesei#18855
FG5103	Candida_glabrata#gi, 50291853, ref, XP_448359.1, , Candida_lusitaniae#CLUG_00624.1, Debaryomyces_hansenii#gi, 50422035, ref, XP_459579.1, , Kluyveromyces_lactis#gi, 50312395, ref, XP_456231.1, , Saccharomyces_castelli#ORFP:Scas_Contig717.13, Saccharomyces_cerevisiae#gi, 6323719, ref, NP_013790.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig1528.4, Saccharomyces_mikatae#ORFP:17015, Saccharomyces_paradoxus#ORFP:17023, Schizosaccharomyces_pombe#gi, 19114093, ref, NP_593181.1, 
FG5104	Candida_lusitaniae#CLUG_02222.1, Debaryomyces_hansenii#gi, 50427949, ref, XP_462587.1, , Kluyveromyces_lactis#gi, 50312407, ref, XP_456237.1, , Saccharomyces_bayanus#ORFP:14448, Saccharomyces_castelli#ORFP:Scas_Contig649.7, Saccharomyces_cerevisiae#gi, 6322766, ref, NP_012839.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2439.7, Saccharomyces_mikatae#ORFP:13355, Saccharomyces_paradoxus#ORFP:13800, Schizosaccharomyces_pombe#gi, 19115901, ref, NP_594989.1, 
FG5123	Aspergillus_nidulans#AN0598, Botrytis_cinerea#BC1G_00715.1, Candida_lusitaniae#CLUG_04708.1, Chaetomium_globosum#CHG02504.1, Debaryomyces_hansenii#gi, 50426763, ref, XP_461979.1, , Fusarium_graminearum#FG07161.1, Neurospora_crassa#NCU03629.2, Sclerotinia_sclerotiorum#SS1G_00403.1, Stagonospora_nodorum#SNU07501.1, Trichoderma_reesei#32958
FG5124	Aspergillus_nidulans#AN5700, Aspergillus_oryzae#AO090010000006, Botrytis_cinerea#BC1G_15059.1, Fusarium_graminearum#FG08652.1, Magnaporthe_grisea#MGG_02798.5, Neurospora_crassa#NCU07434.2, Phanerochaete_chrysosporium#jgi, Phchr1, 129861, e_gwh2.2.741, Sclerotinia_sclerotiorum#SS1G_05605.1, Stagonospora_nodorum#SNU07671.1, Trichoderma_reesei#28801
FG5131	Aspergillus_nidulans#AN11187, Aspergillus_oryzae#AO090701000893, Botrytis_cinerea#BC1G_03119.1, Chaetomium_globosum#CHG01479.1, Fusarium_graminearum#FG00489.1, Magnaporthe_grisea#MGG_01605.5, Neurospora_crassa#NCU03023.2, Sclerotinia_sclerotiorum#SS1G_08429.1, Stagonospora_nodorum#SNU04185.1, Trichoderma_reesei#32823
FG5134	Aspergillus_nidulans#AN2388, Aspergillus_oryzae#AO090023000056, Botrytis_cinerea#BC1G_08692.1, Chaetomium_globosum#CHG05024.1, Fusarium_graminearum#FG06208.1, Magnaporthe_grisea#MGG_06069.5, Neurospora_crassa#NCU07974.2, Sclerotinia_sclerotiorum#SS1G_08493.1, Stagonospora_nodorum#SNU08732.1, Trichoderma_reesei#33575
FG5139	Aspergillus_nidulans#AN1986, Botrytis_cinerea#BC1G_15091.1, Chaetomium_globosum#CHG10532.1, Coccidioides_immitis#CIMG_01457.2, Fusarium_graminearum#FG06006.1, Magnaporthe_grisea#MGG_02435.5, Neurospora_crassa#NCU09754.2, Sclerotinia_sclerotiorum#SS1G_10732.1, Stagonospora_nodorum#SNU15577.1, Trichoderma_reesei#9544
FG5140	Aspergillus_nidulans#AN2273, Aspergillus_oryzae#AO090009000618, Botrytis_cinerea#BC1G_06568.1, Chaetomium_globosum#CHG03302.1, Coccidioides_immitis#CIMG_06032.2, Fusarium_graminearum#FG06929.1, Magnaporthe_grisea#MGG_06267.5, Sclerotinia_sclerotiorum#SS1G_00600.1, Stagonospora_nodorum#SNU01981.1, Trichoderma_reesei#32697
FG5146	Aspergillus_oryzae#AO090103000431, Botrytis_cinerea#BC1G_01047.1, Chaetomium_globosum#CHG10853.1, Debaryomyces_hansenii#gi, 50418645, ref, XP_457841.1, , Fusarium_graminearum#FG05704.1, Magnaporthe_grisea#MGG_07781.5, Neurospora_crassa#NCU06025.2, Sclerotinia_sclerotiorum#SS1G_09188.1, Stagonospora_nodorum#SNU11439.1, Trichoderma_reesei#37289
FG5163	Aspergillus_fumigatus#gi, 70990110, ref, XP_749904.1, , Aspergillus_nidulans#AN0392, Aspergillus_oryzae#AO090102000263, Chaetomium_globosum#CHG10573.1, Fusarium_graminearum#FG03365.1, Magnaporthe_grisea#MGG_01387.5, Neurospora_crassa#NCU09759.2, Stagonospora_nodorum#SNU15565.1, Ustilago_maydis#UM03381.1
FG5167	Aspergillus_fumigatus#gi, 70990326, ref, XP_750012.1, , Botrytis_cinerea#BC1G_00507.1, Coccidioides_immitis#CIMG_04737.2, Cryptococcus_neoformans#gi, 58267514, ref, XP_570913.1, , Fusarium_graminearum#FG07089.1, Neurospora_crassa#NCU09250.2, Sclerotinia_sclerotiorum#SS1G_04418.1, Stagonospora_nodorum#SNU04443.1, Trichoderma_reesei#28898
