ortholog group	Spesies#sequence_id
OG14661	Droana#FBpp0118346, Droere#FBpp0140065, Drogri#FBpp0147123, Dromel#FBpp0081027, Dromoj#FBpp0163733, Droper#FBpp0189968, Dropse#FBpp0279498, Drosec#FBpp0204748, Drosim#FBpp0220051, Drovir#FBpp0230701, Drowil#FBpp0377433, Droyak#FBpp0258008
OG14662	Droana#FBpp0121430, Droere#FBpp0130774, Drogri#FBpp0152509, Dromel#FBpp0084307, Dromoj#FBpp0159568, Droper#FBpp0186410, Dropse#FBpp0284566, Drosec#FBpp0191705, Drosim#FBpp0216583, Drovir#FBpp0224620, Drowil#FBpp0243536, Droyak#FBpp0255687
OG14663	Droana#FBpp0113456, Droere#FBpp0132800, Drogri#FBpp0148956, Dromel#FBpp0073000, Dromoj#FBpp0162034, Droper#FBpp0177362, Dropse#FBpp0335260, Drosec#FBpp0195525, Drosim#FBpp0211727, Drovir#FBpp0399400, Drowil#FBpp0249515, Droyak#FBpp0265692
OG14664	Droana#FBpp0118190, Droere#FBpp0142776, Drogri#FBpp0144728, Dromel#FBpp0080287, Dromoj#FBpp0166551, Droper#FBpp0189838, Dropse#FBpp0279365, Drosec#FBpp0196076, Drosim#FBpp0220379, Drovir#FBpp0230435, Drowil#FBpp0247213, Droyak#FBpp0269753
OG14665	Droana#FBpp0117746, Droere#FBpp0141721, Drogri#FBpp0154362, Dromel#FBpp0085373, Dromoj#FBpp0168098, Droper#FBpp0175162, Dropse#FBpp0277228, Drosec#FBpp0197993, Drosim#FBpp0323110, Drovir#FBpp0236332, Drowil#FBpp0239900, Droyak#FBpp0265537
OG14666	Droana#FBpp0119260, Droere#FBpp0129690, Drogri#FBpp0156648, Dromel#FBpp0078467, Dromoj#FBpp0159434, Droper#FBpp0186304, Dropse#FBpp0284457, Drosec#FBpp0192132, Drosim#FBpp0218038, Drovir#FBpp0225435, Drowil#FBpp0243431, Droyak#FBpp0270313
OG14667	Droana#FBpp0117416, Droere#FBpp0142365, Drogri#FBpp0145301, Dromel#FBpp0080018, Dromoj#FBpp0167316, Droper#FBpp0188852, Dropse#FBpp0287709, Drosec#FBpp0191690, Drosim#FBpp0222272, Drovir#FBpp0231314, Drowil#FBpp0253102, Droyak#FBpp0263632
OG14668	Droana#FBpp0352136, Droere#FBpp0142033, Drogri#FBpp0145371, Dromel#FBpp0079171, Dromoj#FBpp0166112, Droper#FBpp0182614, Dropse#FBpp0279791, Drosec#FBpp0194693, Drosim#FBpp0328232, Drovir#FBpp0231623, Drowil#FBpp0244272, Droyak#FBpp0256251
OG14669	Droana#FBpp0119367, Droere#FBpp0135802, Drogri#FBpp0152644, Dromel#FBpp0081767, Dromoj#FBpp0173872, Droper#FBpp0176168, Dropse#FBpp0281095, Drosec#FBpp0207617, Drosim#FBpp0219096, Drovir#FBpp0238446, Drowil#FBpp0242429, Droyak#FBpp0269668
OG14670	Droana#FBpp0123530, Droere#FBpp0137058, Drogri#FBpp0146499, Dromel#FBpp0290220, Dromoj#FBpp0165439, Droper#FBpp0178917, Dropse#FBpp0281158, Drosec#FBpp0194137, Drosim#FBpp0214672, Drovir#FBpp0230331, Drowil#FBpp0254769, Droyak#FBpp0261839
OG14671	Droana#FBpp0119375, Droere#FBpp0130485, Drogri#FBpp0151341, Dromel#FBpp0084992, Dromoj#FBpp0171981, Droper#FBpp0178159, Dropse#FBpp0332014, Drosec#FBpp0193636, Drosim#FBpp0215514, Drovir#FBpp0237182, Drowil#FBpp0242275, Droyak#FBpp0268401
OG14672	Droana#FBpp0118539, Droere#FBpp0139790, Drogri#FBpp0144780, Dromel#FBpp0080917, Dromoj#FBpp0167465, Droper#FBpp0182619, Dropse#FBpp0279799, Drosec#FBpp0204838, Drosim#FBpp0222674, Drovir#FBpp0237390, Drowil#FBpp0244193, Droyak#FBpp0258328
OG14674	Droana#FBpp0126111, Droere#FBpp0130316, Drogri#FBpp0148116, Dromel#FBpp0085060, Dromoj#FBpp0171335, Droper#FBpp0177619, Dropse#FBpp0282959, Drosec#FBpp0194377, Drosim#FBpp0314351, Drovir#FBpp0238656, Drowil#FBpp0243294, Droyak#FBpp0255908
OG14675	Droana#FBpp0119354, Droere#FBpp0135392, Drogri#FBpp0152580, Dromel#FBpp0082383, Dromoj#FBpp0160029, Droper#FBpp0187376, Dropse#FBpp0283878, Drosec#FBpp0205634, Drosim#FBpp0325685, Drovir#FBpp0228828, Drowil#FBpp0240486, Droyak#FBpp0361188
OG14677	Droana#FBpp0113885, Droere#FBpp0133918, Drogri#FBpp0149041, Dromel#FBpp0076183, Dromoj#FBpp0161289, Droper#FBpp0186733, Dropse#FBpp0278172, Drosec#FBpp0206621, Drosim#FBpp0212580, Drovir#FBpp0227758, Drowil#FBpp0246298, Droyak#FBpp0265844
OG14680	Droana#FBpp0119571, Droere#FBpp0131697, Drogri#FBpp0147929, Dromel#FBpp0078246, Dromoj#FBpp0173612, Droper#FBpp0188166, Dropse#FBpp0329464, Drosec#FBpp0192345, Drosim#FBpp0326729, Drovir#FBpp0228668, Drowil#FBpp0242180, Droyak#FBpp0359911
OG14681	Droana#FBpp0119583, Droere#FBpp0131837, Drogri#FBpp0147941, Dromel#FBpp0078260, Dromoj#FBpp0173625, Droper#FBpp0188179, Dropse#FBpp0281930, Drosec#FBpp0192359, Drosim#FBpp0218263, Drovir#FBpp0228684, Drowil#FBpp0242194, Droyak#FBpp0255216
OG14682	Droana#FBpp0119580, Droere#FBpp0131794, Drogri#FBpp0147939, Dromel#FBpp0078257, Dromoj#FBpp0173622, Droper#FBpp0188177, Dropse#FBpp0281927, Drosec#FBpp0192356, Drosim#FBpp0218261, Drovir#FBpp0228681, Drowil#FBpp0242191, Droyak#FBpp0255211
OG14683	Droana#FBpp0127579, Droere#FBpp0132005, Drogri#FBpp0149502, Dromel#FBpp0075182, Dromoj#FBpp0387988, Droper#FBpp0182108, Dropse#FBpp0286413, Drosec#FBpp0205886, Drosim#FBpp0210880, Drovir#FBpp0227040, Drowil#FBpp0249961, Droyak#FBpp0267916
OG14684	Droana#FBpp0118829, Droere#FBpp0142246, Drogri#FBpp0144208, Dromel#FBpp0079782, Dromoj#FBpp0165236, Droper#FBpp0183644, Dropse#FBpp0280665, Drosec#FBpp0200317, Drosim#FBpp0222160, Drovir#FBpp0224916, Drowil#FBpp0248068, Droyak#FBpp0263519
OG14685	Droana#FBpp0116729, Droere#FBpp0141339, Drogri#FBpp0153691, Dromel#FBpp0071794, Dromoj#FBpp0169543, Droper#FBpp0175486, Dropse#FBpp0276866, Drosec#FBpp0197428, Drosim#FBpp0320365, Drovir#FBpp0236467, Drowil#FBpp0250598, Droyak#FBpp0259033
OG14687	Droana#FBpp0118983, Droere#FBpp0128680, Drogri#FBpp0147204, Dromel#FBpp0079616, Dromoj#FBpp0167379, Droper#FBpp0183247, Dropse#FBpp0340239, Drosec#FBpp0199892, Drosim#FBpp0222105, Drovir#FBpp0229009, Drowil#FBpp0244403, Droyak#FBpp0263956
OG14688	Droana#FBpp0113261, Droere#FBpp0133160, Drogri#FBpp0149917, Dromel#FBpp0072617, Dromoj#FBpp0161494, Droper#FBpp0180188, Dropse#FBpp0335061, Drosec#FBpp0195705, Drosim#FBpp0211892, Drovir#FBpp0227630, Drowil#FBpp0241075, Droyak#FBpp0265985
OG14689	Droana#FBpp0346144, Droere#FBpp0371296, Drogri#FBpp0151629, Dromel#FBpp0112376, Dromoj#FBpp0384585, Droper#FBpp0191074, Dropse#FBpp0272235, Drosec#FBpp0204366, Drosim#FBpp0322477, Drovir#FBpp0233597, Drowil#FBpp0249146, Droyak#FBpp0358513
OG14691	Droana#FBpp0125740, Droere#FBpp0138269, Drogri#FBpp0157949, Dromel#FBpp0076894, Dromoj#FBpp0164936, Droper#FBpp0178969, Dropse#FBpp0281608, Drosec#FBpp0204554, Drosim#FBpp0215930, Drovir#FBpp0229664, Drowil#FBpp0239221, Droyak#FBpp0262930
OG14692	Droana#FBpp0120382, Droere#FBpp0132233, Drogri#FBpp0153382, Dromel#FBpp0081139, Dromoj#FBpp0381897, Droper#FBpp0185885, Dropse#FBpp0300737, Drosec#FBpp0192394, Drosim#FBpp0218299, Drovir#FBpp0238345, Drowil#FBpp0239968, Droyak#FBpp0269894
OG14693	Droana#FBpp0114489, Droere#FBpp0142672, Drogri#FBpp0154258, Dromel#FBpp0087478, Dromoj#FBpp0169237, Droper#FBpp0180875, Dropse#FBpp0276339, Drosec#FBpp0202649, Drosim#FBpp0315429, Drovir#FBpp0235686, Drowil#FBpp0250807, Droyak#FBpp0360562
OG14694	Droana#FBpp0122041, Droere#FBpp0132737, Drogri#FBpp0149722, Dromel#FBpp0073194, Dromoj#FBpp0161815, Droper#FBpp0182062, Dropse#FBpp0286366, Drosec#FBpp0195458, Drosim#FBpp0211665, Drovir#FBpp0227138, Drowil#FBpp0240210, Droyak#FBpp0265631
OG14695	Droana#FBpp0344699, Droere#FBpp0143643, Drogri#FBpp0144828, Dromel#FBpp0078770, Dromoj#FBpp0162563, Droper#FBpp0183141, Dropse#FBpp0334835, Drosec#FBpp0200050, Drosim#FBpp0319094, Drovir#FBpp0400049, Drowil#FBpp0243838, Droyak#FBpp0270657
OG14696	Droana#FBpp0119063, Droere#FBpp0143116, Drogri#FBpp0158927, Dromel#FBpp0077562, Dromoj#FBpp0162954, Droper#FBpp0182572, Dropse#FBpp0279751, Drosec#FBpp0198061, Drosim#FBpp0221291, Drovir#FBpp0231859, Drowil#FBpp0244699, Droyak#FBpp0260355
OG14697	Droana#FBpp0119147, Droere#FBpp0136379, Drogri#FBpp0146198, Dromel#FBpp0073716, Dromoj#FBpp0164754, Droper#FBpp0177015, Dropse#FBpp0272905, Drosec#FBpp0199139, Drosim#FBpp0320405, Drovir#FBpp0229298, Drowil#FBpp0254896, Droyak#FBpp0262136
OG14698	Droana#FBpp0124103, Droere#FBpp0131246, Drogri#FBpp0157991, Dromel#FBpp0070221, Dromoj#FBpp0382336, Droper#FBpp0178362, Dropse#FBpp0272907, Drosec#FBpp0200453, Drosim#FBpp0319716, Drovir#FBpp0229752, Drowil#FBpp0245466, Droyak#FBpp0261540
OG14699	Droana#FBpp0124573, Droere#FBpp0136278, Drogri#FBpp0158038, Dromel#FBpp0073508, Dromoj#FBpp0165605, Droper#FBpp0177245, Dropse#FBpp0273359, Drosec#FBpp0193052, Drosim#FBpp0215487, Drovir#FBpp0231180, Drowil#FBpp0254658, Droyak#FBpp0262031
OG14701	Droana#FBpp0121919, Droere#FBpp0130588, Drogri#FBpp0157588, Dromel#FBpp0084788, Dromoj#FBpp0173743, Droper#FBpp0187390, Dropse#FBpp0283891, Drosec#FBpp0193746, Drosim#FBpp0216402, Drovir#FBpp0237011, Drowil#FBpp0251746, Droyak#FBpp0255491
OG14702	Droana#FBpp0116741, Droere#FBpp0141354, Drogri#FBpp0155703, Dromel#FBpp0071809, Dromoj#FBpp0169763, Droper#FBpp0174237, Dropse#FBpp0278668, Drosec#FBpp0197442, Drosim#FBpp0210119, Drovir#FBpp0394271, Drowil#FBpp0249930, Droyak#FBpp0259251
OG14703	Droana#FBpp0118231, Droere#FBpp0143518, Drogri#FBpp0145100, Dromel#FBpp0077189, Dromoj#FBpp0167332, Droper#FBpp0182790, Dropse#FBpp0279984, Drosec#FBpp0199920, Drosim#FBpp0316292, Drovir#FBpp0230718, Drowil#FBpp0374272, Droyak#FBpp0263273
OG14705	Droana#FBpp0114576, Droere#FBpp0141499, Drogri#FBpp0154884, Dromel#FBpp0072169, Dromoj#FBpp0170530, Droper#FBpp0184101, Dropse#FBpp0275786, Drosec#FBpp0199796, Drosim#FBpp0210246, Drovir#FBpp0235999, Drowil#FBpp0244925, Droyak#FBpp0259400
OG14706	Droana#FBpp0119420, Droere#FBpp0138441, Drogri#FBpp0148326, Dromel#FBpp0082328, Dromoj#FBpp0159262, Droper#FBpp0188336, Dropse#FBpp0282077, Drosec#FBpp0205621, Drosim#FBpp0324001, Drovir#FBpp0236987, Drowil#FBpp0251823, Droyak#FBpp0355373
OG14707	Droana#FBpp0121859, Droere#FBpp0130243, Drogri#FBpp0153873, Dromel#FBpp0084849, Dromoj#FBpp0171261, Droper#FBpp0187623, Dropse#FBpp0284119, Drosec#FBpp0194303, Drosim#FBpp0219870, Drovir#FBpp0238514, Drowil#FBpp0241072, Droyak#FBpp0268897
OG14708	Droana#FBpp0119142, Droere#FBpp0365275, Drogri#FBpp0146044, Dromel#FBpp0074455, Dromoj#FBpp0160204, Droper#FBpp0177095, Dropse#FBpp0273684, Drosec#FBpp0204227, Drosim#FBpp0318142, Drovir#FBpp0233516, Drowil#FBpp0254347, Droyak#FBpp0262409
OG14709	Droana#FBpp0113328, Droere#FBpp0133592, Drogri#FBpp0148867, Dromel#FBpp0076283, Dromoj#FBpp0160704, Droper#FBpp0179151, Dropse#FBpp0288334, Drosec#FBpp0206377, Drosim#FBpp0315590, Drovir#FBpp0228099, Drowil#FBpp0241428, Droyak#FBpp0266280
OG14710	Droana#FBpp0125616, Droere#FBpp0372465, Drogri#FBpp0145725, Dromel#FBpp0073384, Dromoj#FBpp0165221, Droper#FBpp0191111, Dropse#FBpp0272253, Drosec#FBpp0194539, Drosim#FBpp0222934, Drovir#FBpp0233147, Drowil#FBpp0254829, Droyak#FBpp0352994
OG14711	Droana#FBpp0113481, Droere#FBpp0132849, Drogri#FBpp0148961, Dromel#FBpp0076329, Dromoj#FBpp0162038, Droper#FBpp0188802, Dropse#FBpp0275575, Drosec#FBpp0206522, Drosim#FBpp0212484, Drovir#FBpp0227381, Drowil#FBpp0241076, Droyak#FBpp0265741
OG14712	Droana#FBpp0113448, Droere#FBpp0132789, Drogri#FBpp0148950, Dromel#FBpp0113004, Dromoj#FBpp0162018, Droper#FBpp0188934, Dropse#FBpp0274449, Drosec#FBpp0195512, Drosim#FBpp0216004, Drovir#FBpp0227366, Drowil#FBpp0249506, Droyak#FBpp0265681
OG14713	Droana#FBpp0120856, Droere#FBpp0132487, Drogri#FBpp0152201, Dromel#FBpp0292310, Dromoj#FBpp0173322, Droper#FBpp0176537, Dropse#FBpp0284730, Drosec#FBpp0192420, Drosim#FBpp0218325, Drovir#FBpp0225346, Drowil#FBpp0239963, Droyak#FBpp0269924
OG14714	Droana#FBpp0117676, Droere#FBpp0142134, Drogri#FBpp0144698, Dromel#FBpp0078935, Dromoj#FBpp0166520, Droper#FBpp0190073, Dropse#FBpp0278945, Drosec#FBpp0195368, Drosim#FBpp0318489, Drovir#FBpp0230130, Drowil#FBpp0253359, Droyak#FBpp0263419
OG14716	Droana#FBpp0118014, Droere#FBpp0143172, Drogri#FBpp0144400, Dromel#FBpp0077702, Dromoj#FBpp0167228, Droper#FBpp0182738, Dropse#FBpp0279932, Drosec#FBpp0198118, Drosim#FBpp0323450, Drovir#FBpp0234058, Drowil#FBpp0253555, Droyak#FBpp0260908
OG14717	Droana#FBpp0122052, Droere#FBpp0129693, Drogri#FBpp0156342, Dromel#FBpp0083658, Dromoj#FBpp0171460, Droper#FBpp0177918, Dropse#FBpp0282765, Drosec#FBpp0207922, Drosim#FBpp0219366, Drovir#FBpp0237466, Drowil#FBpp0240445, Droyak#FBpp0255322
OG14718	Droana#FBpp0114386, Droere#FBpp0141048, Drogri#FBpp0154182, Dromel#FBpp0086867, Dromoj#FBpp0168661, Droper#FBpp0175209, Dropse#FBpp0277275, Drosec#FBpp0201764, Drosim#FBpp0316942, Drovir#FBpp0235613, Drowil#FBpp0246969, Droyak#FBpp0258381
OG14719	Droana#FBpp0119601, Droere#FBpp0135535, Drogri#FBpp0153446, Dromel#FBpp0082713, Dromoj#FBpp0172156, Droper#FBpp0185701, Dropse#FBpp0281487, Drosec#FBpp0196618, Drosim#FBpp0217486, Drovir#FBpp0238136, Drowil#FBpp0242912, Droyak#FBpp0269392
OG14720	Droana#FBpp0119317, Droere#FBpp0367774, Drogri#FBpp0147882, Dromel#FBpp0084386, Dromoj#FBpp0174060, Droper#FBpp0187967, Dropse#FBpp0283555, Drosec#FBpp0191803, Drosim#FBpp0219689, Drovir#FBpp0238904, Drowil#FBpp0240091, Droyak#FBpp0268684
OG14721	Droana#FBpp0118669, Droere#FBpp0140157, Drogri#FBpp0146952, Dromel#FBpp0080855, Dromoj#FBpp0167409, Droper#FBpp0189729, Dropse#FBpp0285725, Drosec#FBpp0198466, Drosim#FBpp0220138, Drovir#FBpp0229099, Drowil#FBpp0244363, Droyak#FBpp0257641
OG14722	Droana#FBpp0117877, Droere#FBpp0141997, Drogri#FBpp0144788, Dromel#FBpp0079327, Dromoj#FBpp0162215, Droper#FBpp0189918, Dropse#FBpp0279448, Drosec#FBpp0194476, Drosim#FBpp0220815, Drovir#FBpp0225945, Drowil#FBpp0253311, Droyak#FBpp0256045
OG14723	Droana#FBpp0113506, Droere#FBpp0132033, Drogri#FBpp0149530, Dromel#FBpp0075238, Dromoj#FBpp0161889, Droper#FBpp0182134, Dropse#FBpp0286439, Drosec#FBpp0205914, Drosim#FBpp0210906, Drovir#FBpp0227069, Drowil#FBpp0254310, Droyak#FBpp0267590
OG14724	Droana#FBpp0118289, Droere#FBpp0140284, Drogri#FBpp0144059, Dromel#FBpp0080548, Dromoj#FBpp0171605, Droper#FBpp0180052, Dropse#FBpp0280922, Drosec#FBpp0198598, Drosim#FBpp0220264, Drovir#FBpp0234702, Drowil#FBpp0247369, Droyak#FBpp0258137
OG14725	Droana#FBpp0119010, Droere#FBpp0142212, Drogri#FBpp0144328, Dromel#FBpp0079697, Dromoj#FBpp0172660, Droper#FBpp0190733, Dropse#FBpp0287820, Drosec#FBpp0200179, Drosim#FBpp0222128, Drovir#FBpp0238358, Drowil#FBpp0243756, Droyak#FBpp0263491
OG14726	Droana#FBpp0121820, Droere#FBpp0129123, Drogri#FBpp0148192, Dromel#FBpp0078267, Dromoj#FBpp0172397, Droper#FBpp0187590, Dropse#FBpp0284087, Drosec#FBpp0192045, Drosim#FBpp0217962, Drovir#FBpp0228909, Drowil#FBpp0248121, Droyak#FBpp0269126
OG14728	Droana#FBpp0121739, Droere#FBpp0135504, Drogri#FBpp0157357, Dromel#FBpp0082637, Dromoj#FBpp0172166, Droper#FBpp0186182, Dropse#FBpp0284335, Drosec#FBpp0205742, Drosim#FBpp0327941, Drovir#FBpp0238182, Drowil#FBpp0240357, Droyak#FBpp0269354
OG14729	Droana#FBpp0115277, Droere#FBpp0140937, Drogri#FBpp0156894, Dromel#FBpp0086590, Dromoj#FBpp0168173, Droper#FBpp0174934, Dropse#FBpp0276998, Drosec#FBpp0201651, Drosim#FBpp0224053, Drovir#FBpp0235979, Drowil#FBpp0251267, Droyak#FBpp0257290
OG14730	Droana#FBpp0351834, Droere#FBpp0130993, Drogri#FBpp0152978, Dromel#FBpp0083779, Dromoj#FBpp0172433, Droper#FBpp0187143, Dropse#FBpp0283649, Drosec#FBpp0205056, Drosim#FBpp0216797, Drovir#FBpp0237293, Drowil#FBpp0242368, Droyak#FBpp0268981
OG14731	Droana#FBpp0114299, Droere#FBpp0143752, Drogri#FBpp0154538, Dromel#FBpp0087402, Dromoj#FBpp0386697, Droper#FBpp0181308, Dropse#FBpp0334025, Drosec#FBpp0201997, Drosim#FBpp0321550, Drovir#FBpp0401135, Drowil#FBpp0239857, Droyak#FBpp0266496
OG14732	Droana#FBpp0116139, Droere#FBpp0139516, Drogri#FBpp0156063, Dromel#FBpp0085902, Dromoj#FBpp0168602, Droper#FBpp0180808, Dropse#FBpp0276281, Drosec#FBpp0201382, Drosim#FBpp0316544, Drovir#FBpp0236864, Drowil#FBpp0252369, Droyak#FBpp0258920
OG14733	Droana#FBpp0126448, Droere#FBpp0130405, Drogri#FBpp0152841, Dromel#FBpp0085224, Dromoj#FBpp0173668, Droper#FBpp0187635, Dropse#FBpp0284130, Drosec#FBpp0197900, Drosim#FBpp0214750, Drovir#FBpp0238537, Drowil#FBpp0240116, Droyak#FBpp0268316
OG14736	Droana#FBpp0113300, Droere#FBpp0133629, Drogri#FBpp0150313, Dromel#FBpp0076385, Dromoj#FBpp0161705, Droper#FBpp0188679, Dropse#FBpp0273986, Drosec#FBpp0206416, Drosim#FBpp0312619, Drovir#FBpp0226809, Drowil#FBpp0246896, Droyak#FBpp0266316
OG14737	Droana#FBpp0119410, Droere#FBpp0130530, Drogri#FBpp0156112, Dromel#FBpp0084875, Dromoj#FBpp0171189, Droper#FBpp0177602, Dropse#FBpp0282940, Drosec#FBpp0193679, Drosim#FBpp0215937, Drovir#FBpp0228750, Drowil#FBpp0243232, Droyak#FBpp0255420
OG14738	Droana#FBpp0113721, Droere#FBpp0370474, Drogri#FBpp0149857, Dromel#FBpp0289473, Dromoj#FBpp0165820, Droper#FBpp0180244, Dropse#FBpp0286492, Drosec#FBpp0196040, Drosim#FBpp0324428, Drovir#FBpp0227273, Drowil#FBpp0379854, Droyak#FBpp0266366
OG14739	Droana#FBpp0118796, Droere#FBpp0128710, Drogri#FBpp0144508, Dromel#FBpp0288682, Dromoj#FBpp0166608, Droper#FBpp0185168, Dropse#FBpp0330170, Drosec#FBpp0196451, Drosim#FBpp0220423, Drovir#FBpp0232485, Drowil#FBpp0244248, Droyak#FBpp0270191
OG14740	Droana#FBpp0115609, Droere#FBpp0141221, Drogri#FBpp0155838, Dromel#FBpp0087272, Dromoj#FBpp0168857, Droper#FBpp0180848, Dropse#FBpp0276312, Drosec#FBpp0201930, Drosim#FBpp0315531, Drovir#FBpp0229423, Drowil#FBpp0250763, Droyak#FBpp0258040
OG14742	Droana#FBpp0118452, Droere#FBpp0139688, Drogri#FBpp0144079, Dromel#FBpp0080679, Dromoj#FBpp0163440, Droper#FBpp0182607, Dropse#FBpp0279784, Drosec#FBpp0198782, Drosim#FBpp0222569, Drovir#FBpp0234925, Drowil#FBpp0253032, Droyak#FBpp0258226
OG14743	Droana#FBpp0114453, Droere#FBpp0140810, Drogri#FBpp0154549, Dromel#FBpp0086272, Dromoj#FBpp0168225, Droper#FBpp0175447, Dropse#FBpp0277524, Drosec#FBpp0201530, Drosim#FBpp0319162, Drovir#FBpp0391725, Drowil#FBpp0250844, Droyak#FBpp0259067
OG14744	Droana#FBpp0113255, Droere#FBpp0133153, Drogri#FBpp0150135, Dromel#FBpp0072608, Dromoj#FBpp0162592, Droper#FBpp0180179, Dropse#FBpp0286661, Drosec#FBpp0195697, Drosim#FBpp0211885, Drovir#FBpp0227622, Drowil#FBpp0254599, Droyak#FBpp0265977
OG14745	Droana#FBpp0115928, Droere#FBpp0139367, Drogri#FBpp0153781, Dromel#FBpp0071485, Dromoj#FBpp0169042, Droper#FBpp0181523, Dropse#FBpp0277926, Drosec#FBpp0197245, Drosim#FBpp0223645, Drovir#FBpp0233001, Drowil#FBpp0252016, Droyak#FBpp0258772
OG14746	Droana#FBpp0119295, Droere#FBpp0138419, Drogri#FBpp0148314, Dromel#FBpp0082326, Dromoj#FBpp0159261, Droper#FBpp0188331, Dropse#FBpp0282075, Drosec#FBpp0205618, Drosim#FBpp0217339, Drovir#FBpp0236986, Drowil#FBpp0251821, Droyak#FBpp0271314
OG14747	Droana#FBpp0341763, Droere#FBpp0140613, Drogri#FBpp0155912, Dromel#FBpp0309625, Dromoj#FBpp0387322, Droper#FBpp0181167, Dropse#FBpp0276528, Drosec#FBpp0197261, Drosim#FBpp0209949, Drovir#FBpp0397320, Drowil#FBpp0375024, Droyak#FBpp0257158
OG14748	Droana#FBpp0118361, Droere#FBpp0143318, Drogri#FBpp0144459, Dromel#FBpp0077627, Dromoj#FBpp0170640, Droper#FBpp0179712, Dropse#FBpp0280857, Drosec#FBpp0198277, Drosim#FBpp0325721, Drovir#FBpp0225636, Drowil#FBpp0247565, Droyak#FBpp0262395
OG14749	Droana#FBpp0118899, Droere#FBpp0143583, Drogri#FBpp0146983, Dromel#FBpp0078636, Dromoj#FBpp0170701, Droper#FBpp0190646, Dropse#FBpp0287741, Drosec#FBpp0199988, Drosim#FBpp0221717, Drovir#FBpp0231900, Drowil#FBpp0253607, Droyak#FBpp0256292
OG1474	Droana#FBpp0347468, Droere#FBpp0373252, Dromel#FBpp0100084, Dromoj#FBpp0384651, Dropse#FBpp0337104, Drosim#FBpp0313821, Drovir#FBpp0395635, Drowil#FBpp0375729, Droyak#FBpp0360788
OG14750	Droana#FBpp0128247, Droere#FBpp0133756, Drogri#FBpp0149841, Dromel#FBpp0073084, Dromoj#FBpp0165804, Droper#FBpp0176948, Dropse#FBpp0287129, Drosec#FBpp0196116, Drosim#FBpp0212229, Drovir#FBpp0227256, Drowil#FBpp0375454, Droyak#FBpp0266439
OG14751	Droana#FBpp0350070, Droere#FBpp0369523, Drogri#FBpp0144322, Dromel#FBpp0079687, Dromoj#FBpp0390557, Droper#FBpp0190723, Dropse#FBpp0339786, Drosec#FBpp0200059, Drosim#FBpp0327950, Drovir#FBpp0394928, Drowil#FBpp0379648, Droyak#FBpp0263482
OG14752	Droana#FBpp0113711, Droere#FBpp0134416, Drogri#FBpp0149485, Dromel#FBpp0075124, Dromoj#FBpp0166072, Droper#FBpp0182087, Dropse#FBpp0286392, Drosec#FBpp0205865, Drosim#FBpp0210861, Drovir#FBpp0227022, Drowil#FBpp0240527, Droyak#FBpp0267219
OG14753	Droana#FBpp0345108, Droere#FBpp0132668, Drogri#FBpp0150148, Dromel#FBpp0076834, Dromoj#FBpp0162395, Droper#FBpp0176103, Dropse#FBpp0275272, Drosec#FBpp0195385, Drosim#FBpp0211587, Drovir#FBpp0226370, Drowil#FBpp0377148, Droyak#FBpp0265556
OG14754	Droana#FBpp0118053, Droere#FBpp0143235, Drogri#FBpp0145740, Dromel#FBpp0111921, Dromoj#FBpp0387003, Droper#FBpp0178029, Dropse#FBpp0285208, Drosec#FBpp0198183, Drosim#FBpp0319725, Drovir#FBpp0399784, Drowil#FBpp0245633, Droyak#FBpp0359790
OG14755	Droana#FBpp0120867, Droere#FBpp0368499, Drogri#FBpp0152212, Dromel#FBpp0307898, Dromoj#FBpp0173335, Droper#FBpp0176548, Dropse#FBpp0292824, Drosec#FBpp0192436, Drosim#FBpp0218337, Drovir#FBpp0395687, Drowil#FBpp0378616, Droyak#FBpp0256191
OG14756	Droana#FBpp0119421, Droere#FBpp0135375, Drogri#FBpp0156161, Dromel#FBpp0082329, Dromoj#FBpp0171198, Droper#FBpp0188337, Dropse#FBpp0282078, Drosec#FBpp0205622, Drosim#FBpp0316236, Drovir#FBpp0228759, Drowil#FBpp0251825, Droyak#FBpp0269222
OG14757	Droana#FBpp0120701, Droere#FBpp0135399, Drogri#FBpp0151386, Dromel#FBpp0082392, Dromoj#FBpp0172024, Droper#FBpp0187612, Dropse#FBpp0284108, Drosec#FBpp0205640, Drosim#FBpp0217361, Drovir#FBpp0237226, Drowil#FBpp0240086, Droyak#FBpp0269243
OG14758	Droana#FBpp0113501, Droere#FBpp0132029, Drogri#FBpp0149527, Dromel#FBpp0111356, Dromoj#FBpp0161885, Droper#FBpp0182130, Dropse#FBpp0286434, Drosec#FBpp0205910, Drosim#FBpp0210902, Drovir#FBpp0227065, Drowil#FBpp0246792, Droyak#FBpp0267585
OG14759	Droana#FBpp0113411, Droere#FBpp0133024, Drogri#FBpp0149988, Dromel#FBpp0072975, Dromoj#FBpp0161562, Droper#FBpp0184857, Dropse#FBpp0286269, Drosec#FBpp0195557, Drosim#FBpp0211756, Drovir#FBpp0226653, Drowil#FBpp0247174, Droyak#FBpp0266675
OG1475	Droana#FBpp0349897, Droere#FBpp0369875, Dromel#FBpp0100082, Dromoj#FBpp0380787, Drosim#FBpp0315552, Drovir#FBpp0391522, Drowil#FBpp0374653, Droyak#FBpp0359610
